event_link,event_wikidata_id,event_name,medal,medalist_link,medalist_wikidata_id,medalist_name,delegation_link,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,date_of_birth,sex_or_gender_wikidata_id,sex_or_gender,place_of_birth_wikidata_id,place_of_birth,place_of_birth_coordinates,lat,lon,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name
/wiki/Rugby_sevens_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_tournament,Q39080783,rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,/wiki/Roela_Radiniyavuni,Q101580107,Roela Radiniyavuni,/wiki/Fiji_at_the_2020_Summer_Olympics,Q42914314,Fiji at the 2020 Summer Olympics,Q712,Fiji,1990-04-07,Q6581072,female,Q38807,Suva,"-18.133333333333,178.43333333333",-18.133333333333,178.43333333333,Q1365257,Rewa,NA,NA,NA,NA,NA,NA
/wiki/Rugby_sevens_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_tournament,Q39080783,rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,/wiki/Viniana_Riwai,Q26250639,Viniana Riwai,/wiki/Fiji_at_the_2020_Summer_Olympics,Q42914314,Fiji at the 2020 Summer Olympics,Q712,Fiji,1991-06-06,Q6581072,female,Q712,Fiji,"-18,178",-18,178,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Rugby_sevens_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_tournament,Q39080783,rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,/wiki/Tokasa_Seniyasi,Q107721890,Tokasa Seniyasi,/wiki/Fiji_at_the_2020_Summer_Olympics,Q42914314,Fiji at the 2020 Summer Olympics,Q712,Fiji,1999-07-10,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Rugby_sevens_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_tournament,Q39080783,rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,/wiki/Vasiti_Solikoviti,Q107721883,Vasiti Solikoviti,/wiki/Fiji_at_the_2020_Summer_Olympics,Q42914314,Fiji at the 2020 Summer Olympics,Q712,Fiji,1993-08-02,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Rugby_sevens_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_tournament,Q39080783,rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,/wiki/Reapi_Ulunisau,Q107718848,Reapi Uluinasau,/wiki/Fiji_at_the_2020_Summer_Olympics,Q42914314,Fiji at the 2020 Summer Olympics,Q712,Fiji,1994-01-01,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_RS:X,Q65229885,sailing at the 2020 Summer Olympics – men's RS:X,gold,/wiki/Kiran_Badloe,Q68701450,Kiran Badloe,/wiki/Netherlands_at_the_2020_Summer_Olympics,Q50014459,Netherlands at the 2020 Summer Olympics,Q55,Netherlands,NA,Q6581097,male,Q83178,Almere,"52.375833333333,5.2255555555556",52.375833333333,5.2255555555556,Q707,Flevoland,NL2,Oost-Nederland,NL23,Flevoland,NL230,Flevoland
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_RS:X,Q65229885,sailing at the 2020 Summer Olympics – men's RS:X,silver,/wiki/Thomas_Goyard,Q56052035,Thomas Goyard,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1992-01-15,Q6581097,male,Q17054,Martinique,"14.666666666667,-61",14.666666666667,-61,Q142,France,FRY,RUP FR — Régions Ultrapériphériques Françaises,FRY2,Martinique,FRY20,Martinique
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_RS:X,Q65229885,sailing at the 2020 Summer Olympics – men's RS:X,bronze,/wiki/Bi_Kun,Q107649390,Bi Kun,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1995-11-12,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Laser,Q65229879,sailing at the 2020 Summer Olympics – Laser,gold,/wiki/Matthew_Wearn,Q85874522,Matthew Wearn,/wiki/Australia_at_the_2020_Summer_Olympics,Q56045618,Australia at the 2020 Summer Olympics,Q408,Australia,1995-09-30,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Laser,Q65229879,sailing at the 2020 Summer Olympics – Laser,silver,/wiki/Tonci_Stipanovic,Q7823773,Tonči Stipanović,/wiki/Croatia_at_the_2020_Summer_Olympics,Q42913900,Croatia at the 2020 Summer Olympics,Q224,Croatia,1986-06-13,Q6581097,male,Q1663,Split,"43.51,16.45",43.51,16.45,Q58253,Split-Dalmatia County,HR0,Hrvatska,HR03,Jadranska Hrvatska,HR035,Splitsko-dalmatinska županija
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Laser,Q65229879,sailing at the 2020 Summer Olympics – Laser,bronze,/wiki/Hermann_Tomasgaard,Q107278765,Hermann Tomasgaard,/wiki/Norway_at_the_2020_Summer_Olympics,Q50014452,Norway at the 2020 Summer Olympics,Q20,Norway,1994-01-04,Q6581097,male,Q57860,Lørenskog,"59.898888888889,10.964166666667",59.898888888889,10.964166666667,Q50615,Akershus,NO0,Norge,NO08,Oslo og Viken,NO082,Viken
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_RS:X,Q57409656,sailing at the 2020 Summer Olympics – women's RS:X,gold,/wiki/Lu_Yunxiu,Q85873349,Lu Yunxiu,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1996-09-06,Q6581072,female,Q68814,Zhangzhou,"24.50932,117.66117",24.50932,117.66117,Q41705,Fujian,NA,NA,NA,NA,NA,NA
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_RS:X,Q57409656,sailing at the 2020 Summer Olympics – women's RS:X,silver,/wiki/Charline_Picon,Q2960909,Charline Picon,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1984-12-23,Q6581072,female,Q81909,Royan,"45.623055555556,-1.0430555555556",45.623055555556,-1.0430555555556,Q376598,arrondissement of Rochefort,NA,NA,NA,NA,NA,NA
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_RS:X,Q57409656,sailing at the 2020 Summer Olympics – women's RS:X,bronze,/wiki/Emma_Wilson_(sailor),Q85868830,Emma Wilson,/wiki/Great_Britain_at_the_2020_Summer_Olympics,Q50014472,Great Britain at the 2020 Summer Olympics,Q145,United Kingdom,1999-04-07,Q6581072,female,Q41262,Nottingham,"52.955,-1.1491666666667",52.955,-1.1491666666667,Q21885994,City of Nottingham,UKF,East Midlands (England),UKF1,Derbyshire and Nottinghamshire,UKF14,Nottingham
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Laser_Radial,Q57409645,sailing at the 2020 Summer Olympics – Laser Radial,gold,/wiki/Anne-Marie_Rindom,Q4768100,Anne-Marie Rindom,/wiki/Denmark_at_the_2020_Summer_Olympics,Q25344030,Denmark at the 2020 Summer Olympics,Q35,Denmark,1991-06-14,Q6581072,female,Q1574962,Søllerød Municipality,"55.816666666667,12.516666666667",55.816666666667,12.516666666667,Q511949,Rudersdal Municipality,DK0,Danmark,DK01,Hovedstaden,DK013,Nordsjælland
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Laser_Radial,Q57409645,sailing at the 2020 Summer Olympics – Laser Radial,silver,/wiki/Josefin_Olsson,Q4971154,Josefin Olsson,/wiki/Sweden_at_the_2020_Summer_Olympics,Q42913974,Sweden at the 2020 Summer Olympics,Q34,Sweden,1989-08-23,Q6581072,female,Q54356,Nyköping,"58.758237101014,17.018465817262",58.758237101014,17.018465817262,Q500267,Nyköping Municipality,SE1,Östra Sverige,SE12,Östra Mellansverige,SE122,Södermanlands län
/wiki/Sailing_at_the_2020_Summer_Olympics_%E2%80%93_Laser_Radial,Q57409645,sailing at the 2020 Summer Olympics – Laser Radial,bronze,/wiki/Marit_Bouwmeester,Q782422,Marit Bouwmeester,/wiki/Netherlands_at_the_2020_Summer_Olympics,Q50014459,Netherlands at the 2020 Summer Olympics,Q55,Netherlands,1988-06-16,Q6581072,female,Q2491169,Warten,"53.15,5.8972",53.15,5.8972,Q840641,Boarnsterhim,NL1,Noord-Nederland,NL12,Friesland (NL),NL124,Noord-Friesland
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_10_metre_air_pistol,Q63985656,shooting at the 2020 Summer Olympics – men's 10 metre air pistol,gold,/wiki/Javad_Foroughi,Q85969420,Javad Foroughi,/wiki/Iran_at_the_2020_Summer_Olympics,Q42914488,Iran at the 2020 Summer Olympics,Q794,Iran,1979-09-11,Q6581097,male,Q862457,Dehloran,"32.694166666667,47.267777777778",32.694166666667,47.267777777778,Q5060787,Central District,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_10_metre_air_pistol,Q63985656,shooting at the 2020 Summer Olympics – men's 10 metre air pistol,silver,/wiki/Damir_Mikec,Q373826,Damir Mikec,/wiki/Serbia_at_the_2020_Summer_Olympics,Q50014495,Serbia at the 2020 Summer Olympics,Q403,Serbia,1984-03-31,Q6581097,male,Q1663,Split,"43.51,16.45",43.51,16.45,Q58253,Split-Dalmatia County,HR0,Hrvatska,HR03,Jadranska Hrvatska,HR035,Splitsko-dalmatinska županija
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_10_metre_air_pistol,Q63985656,shooting at the 2020 Summer Olympics – men's 10 metre air pistol,bronze,/wiki/Pang_Wei,Q459009,Pang Wei,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1986-07-07,Q6581097,male,Q58584,Baoding,"38.86712,115.48452",38.86712,115.48452,Q21208,Hebei,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_25_metre_rapid_fire_pistol,Q65242300,shooting at the 2020 Summer Olympics – men's 25 metre rapid fire pistol,gold,/wiki/Jean_Quiquampoix,Q20111789,Jean Quiquampoix,/wiki/France_at_the_2020_Summer_Olympics,Q33019138,France at the 2020 Summer Olympics,Q142,France,1995-11-03,Q6581097,male,Q204622,19th arrondissement of Paris,"48.88235,2.3818222222222",48.88235,2.3818222222222,Q90,Paris,FR1,Ile-de-France,FR10,Ile-de-France,FR106,Seine-Saint-Denis
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_25_metre_rapid_fire_pistol,Q65242300,shooting at the 2020 Summer Olympics – men's 25 metre rapid fire pistol,silver,/wiki/Leuris_Pupo,Q2756915,Leuris Pupo,/wiki/Cuba_at_the_2020_Summer_Olympics,Q42913903,Cuba at the 2020 Summer Olympics,Q241,Cuba,1977-04-09,Q6581097,male,Q244154,Holguín,"20.887222222222,-76.263055555556",20.887222222222,-76.263055555556,Q115302,Holguín Province,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_25_metre_rapid_fire_pistol,Q65242300,shooting at the 2020 Summer Olympics – men's 25 metre rapid fire pistol,bronze,/wiki/Li_Yuehong,Q3237592,Li Yuehong,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1989-08-28,Q6581097,male,Q170247,Jinan,"36.666666666667,116.98333333333",36.666666666667,116.98333333333,Q43407,Shandong,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_10_metre_air_rifle,Q63985644,shooting at the 2020 Summer Olympics – men's 10 metre air rifle,gold,/wiki/William_Shaner,Q107639528,William Shaner,/wiki/United_States_at_the_2020_Summer_Olympics,Q42914289,United States at the 2020 Summer Olympics,Q30,United States of America,2001-04-25,Q6581097,male,Q49258,Colorado Springs,"38.863333333333,-104.79194444444",38.863333333333,-104.79194444444,Q111774,El Paso County,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_10_metre_air_rifle,Q63985644,shooting at the 2020 Summer Olympics – men's 10 metre air rifle,silver,/wiki/Sheng_Lihao,Q107640093,Sheng Lihao,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,2004-12-04,Q6581097,male,Q197377,Zhangjiagang,"31.87748,120.55123",31.87748,120.55123,Q42622,Suzhou,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_10_metre_air_rifle,Q63985644,shooting at the 2020 Summer Olympics – men's 10 metre air rifle,bronze,/wiki/Yang_Haoran,Q20111885,Yang Haoran,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1996-02-22,Q6581097,male,Q58675,Chengde,"40.973888888889,117.93222222222",40.973888888889,117.93222222222,Q21208,Hebei,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_50_metre_rifle_three_positions,Q65242313,shooting at the 2020 Summer Olympics – men's 50 metre rifle three positions,gold,/wiki/Zhang_Changhong_(sport_shooter),Q107747982,Zhang Changhong,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,2000-02-14,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_50_metre_rifle_three_positions,Q65242313,shooting at the 2020 Summer Olympics – men's 50 metre rifle three positions,silver,/wiki/Sergey_Kamenskiy,Q20111677,Sergey Kamenskiy,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1987-10-07,Q6581097,male,Q102667,Biysk,"52.516666666667,85.166666666667",52.516666666667,85.166666666667,Q16022409,Biysk Urban Okrug,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_50_metre_rifle_three_positions,Q65242313,shooting at the 2020 Summer Olympics – men's 50 metre rifle three positions,bronze,/wiki/Milenko_Sebi%C4%87,Q23902440,Milenko Sebić,/wiki/Serbia_at_the_2020_Summer_Olympics,Q50014495,Serbia at the 2020 Summer Olympics,Q403,Serbia,1984-10-30,Q6581097,male,Q403,Serbia,"43.95,20.933333333333",43.95,20.933333333333,Q838261,Federal Republic of Yugoslavia,RS2,Serbia - jug,RS21,Region Šumadije i Zapadne Srbije,RS218,Šumadijska oblast
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_skeet,Q63985664,shooting at the 2020 Summer Olympics – men's skeet,gold,/wiki/Vincent_Hancock,Q934142,Vincent Hancock,/wiki/United_States_at_the_2020_Summer_Olympics,Q42914289,United States at the 2020 Summer Olympics,Q30,United States of America,1989-03-19,Q6581097,male,Q1022776,Port Charlotte,"26.990277777778,-82.105833333333",26.990277777778,-82.105833333333,Q488499,Charlotte County,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_skeet,Q63985664,shooting at the 2020 Summer Olympics – men's skeet,silver,/wiki/Jesper_Hansen_(sport_shooter),Q6185826,Jesper Hansen,/wiki/Denmark_at_the_2020_Summer_Olympics,Q25344030,Denmark at the 2020 Summer Olympics,Q35,Denmark,1980-11-19,Q6581097,male,Q103821075,Bjergsted,"55.666448,11.350569",55.666448,11.350569,Q204976,Kalundborg Municipality,DK0,Danmark,DK02,Sjælland,DK022,Vest- og Sydsjælland
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_skeet,Q63985664,shooting at the 2020 Summer Olympics – men's skeet,bronze,/wiki/Abdullah_Al-Rashidi,Q4665927,Abdullah Al-Rashidi,/wiki/Kuwait_at_the_2020_Summer_Olympics,Q42914628,Kuwait at the 2020 Summer Olympics,Q817,Kuwait,1963-08-21,Q6581097,male,Q35178,Kuwait City,"29.375,47.98",29.375,47.98,Q817,Kuwait,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_trap,Q65242327,shooting at the 2020 Summer Olympics – men's trap,gold,/wiki/Ji%C5%99%C3%AD_Lipt%C3%A1k,Q6203743,Jiří Lipták,/wiki/Czech_Republic_at_the_2020_Summer_Olympics,Q50014477,Czech Republic at the 2020 Summer Olympics,Q213,Czech Republic,1982-03-30,Q6581097,male,Q14960,Brno,"49.195277777778,16.608333333333",49.195277777778,16.608333333333,Q850531,Brno-City District,CZ0,Česko,CZ06,Jihovýchod,CZ064,Jihomoravský kraj
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_trap,Q65242327,shooting at the 2020 Summer Olympics – men's trap,gold,/wiki/List_of_Olympic_records_in_shooting,Q2386708,list of Olympic records in shooting,/wiki/Czech_Republic_at_the_2020_Summer_Olympics,Q50014477,Czech Republic at the 2020 Summer Olympics,Q213,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_trap,Q65242327,shooting at the 2020 Summer Olympics – men's trap,silver,/wiki/David_Kosteleck%C3%BD,Q519159,David Kostelecký,/wiki/Czech_Republic_at_the_2020_Summer_Olympics,Q50014477,Czech Republic at the 2020 Summer Olympics,Q213,Czech Republic,1975-05-12,Q6581097,male,Q14960,Brno,"49.195277777778,16.608333333333",49.195277777778,16.608333333333,Q850531,Brno-City District,CZ0,Česko,CZ06,Jihovýchod,CZ064,Jihomoravský kraj
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_trap,Q65242327,shooting at the 2020 Summer Olympics – men's trap,bronze,/wiki/Matthew_Coward-Holley,Q65031082,Matthew Coward-Holley,/wiki/Great_Britain_at_the_2020_Summer_Olympics,Q50014472,Great Britain at the 2020 Summer Olympics,Q145,United Kingdom,1994-01-01,Q6581097,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_10_metre_air_pistol,Q63985659,shooting at the 2020 Summer Olympics – women's 10 metre air pistol,gold,/wiki/Vitalina_Batsarashkina,Q26108192,Vitalina Batsarashkina,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1996-10-01,Q6581072,female,Q898,Omsk,"54.966666666667,73.383333333333",54.966666666667,73.383333333333,Q5835,Omsk Oblast,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_10_metre_air_pistol,Q63985659,shooting at the 2020 Summer Olympics – women's 10 metre air pistol,silver,/wiki/Antoaneta_Kostadinova,Q4775398,Antoaneta Boneva,/wiki/Bulgaria_at_the_2020_Summer_Olympics,Q42913733,Bulgaria at the 2020 Summer Olympics,Q219,Bulgaria,1986-01-17,Q6581072,female,Q185114,Targovishte,"43.241447,26.571855",43.241447,26.571855,Q3515689,Targovishte Municipality,BG3,Severna i Yugoiztochna Bulgaria,BG33,Severoiztochen,BG334,Targovishte
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_10_metre_air_pistol,Q63985659,shooting at the 2020 Summer Olympics – women's 10 metre air pistol,bronze,/wiki/Jiang_Ranxin,Q56486658,Jiang Ranxin,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,2000-05-02,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_25_metre_pistol,Q65242304,shooting at the 2020 Summer Olympics – women's 25 metre pistol,gold,/wiki/Vitalina_Batsarashkina,Q26108192,Vitalina Batsarashkina,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1996-10-01,Q6581072,female,Q898,Omsk,"54.966666666667,73.383333333333",54.966666666667,73.383333333333,Q5835,Omsk Oblast,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_25_metre_pistol,Q65242304,shooting at the 2020 Summer Olympics – women's 25 metre pistol,silver,/wiki/Kim_Min-jung_(sport_shooter),Q25190398,Kim Min-jung,/wiki/South_Korea_at_the_2020_Summer_Olympics,Q42913884,South Korea at the 2020 Summer Olympics,Q884,South Korea,1997-03-26,Q6581072,female,Q8684,Seoul,"37.56,126.99",37.56,126.99,Q188712,Empire of Japan,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_25_metre_pistol,Q65242304,shooting at the 2020 Summer Olympics – women's 25 metre pistol,bronze,/wiki/Xiao_Jiaruixuan,Q107709967,Xiao Jiaruixuan,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,2002-06-04,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_10_metre_air_rifle,Q63985649,shooting at the 2020 Summer Olympics – women's 10 metre air rifle,gold,/wiki/Yang_Qian_(sport_shooter),Q107629025,Yang Qian,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,2000-07-10,Q6581072,female,Q42780,Ningbo,"29.875,121.54916666667",29.875,121.54916666667,Q16967,Zhejiang,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_10_metre_air_rifle,Q63985649,shooting at the 2020 Summer Olympics – women's 10 metre air rifle,silver,/wiki/Anastasiia_Galashina,Q56434256,Anastasiia Galashina,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1997-02-03,Q6581072,female,Q2423,Yaroslavl,"57.616666666667,39.85",57.616666666667,39.85,Q2448,Yaroslavl Oblast,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_10_metre_air_rifle,Q63985649,shooting at the 2020 Summer Olympics – women's 10 metre air rifle,bronze,/wiki/Nina_Christen,Q26225897,Nina Christen,/wiki/Switzerland_at_the_2020_Summer_Olympics,Q42913992,Switzerland at the 2020 Summer Olympics,Q39,Switzerland,1994-02-07,Q6581072,female,Q63931,Stans,"46.959444444444,8.3666666666667",46.959444444444,8.3666666666667,Q12592,Nidwalden,CH0,Schweiz/Suisse/Svizzera,CH06,Zentralschweiz,CH065,Nidwalden
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_50_metre_rifle_three_positions,Q65242308,shooting at the 2020 Summer Olympics – women's 50 metre rifle three positions,gold,/wiki/Nina_Christen,Q26225897,Nina Christen,/wiki/Switzerland_at_the_2020_Summer_Olympics,Q42913992,Switzerland at the 2020 Summer Olympics,Q39,Switzerland,1994-02-07,Q6581072,female,Q63931,Stans,"46.959444444444,8.3666666666667",46.959444444444,8.3666666666667,Q12592,Nidwalden,CH0,Schweiz/Suisse/Svizzera,CH06,Zentralschweiz,CH065,Nidwalden
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_50_metre_rifle_three_positions,Q65242308,shooting at the 2020 Summer Olympics – women's 50 metre rifle three positions,silver,/wiki/Yulia_Zykova,Q56544080,Yulia Zykova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1995-11-25,Q6581072,female,Q919,Krasnoyarsk,"56.016666666667,92.866666666667",56.016666666667,92.866666666667,Q6563,Krasnoyarsk Krai,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_50_metre_rifle_three_positions,Q65242308,shooting at the 2020 Summer Olympics – women's 50 metre rifle three positions,bronze,/wiki/Yulia_Karimova,Q56544078,Yulia Karimova,/wiki/ROC_at_the_2020_Summer_Olympics,Q50014488,ROC at the 2020 Summer Olympics,NA,NA,1994-04-22,Q6581072,female,Q5426,Izhevsk,"56.85,53.216666666667",56.85,53.216666666667,Q5422,Udmurt Republic,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_skeet,Q63985668,shooting at the 2020 Summer Olympics – women's skeet,gold,/wiki/Amber_English,Q56600159,Amber English,/wiki/United_States_at_the_2020_Summer_Olympics,Q42914289,United States at the 2020 Summer Olympics,Q30,United States of America,1989-10-25,Q6581072,female,Q49258,Colorado Springs,"38.863333333333,-104.79194444444",38.863333333333,-104.79194444444,Q111774,El Paso County,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_skeet,Q63985668,shooting at the 2020 Summer Olympics – women's skeet,silver,/wiki/Diana_Bacosi,Q20111527,Diana Bacosi,/wiki/Italy_at_the_2020_Summer_Olympics,Q42914554,Italy at the 2020 Summer Olympics,Q38,Italy,1983-07-13,Q6581072,female,Q20409,Città della Pieve,"42.953888888889,12.007777777778",42.953888888889,12.007777777778,Q16240,Province of Perugia,ITI,Centro (IT),ITI2,Umbria,ITI21,Perugia
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_skeet,Q63985668,shooting at the 2020 Summer Olympics – women's skeet,bronze,/wiki/Wei_Meng,Q23902439,Wei Meng,/wiki/China_at_the_2020_Summer_Olympics,Q42913854,China at the 2020 Summer Olympics,Q148,People's Republic of China,1989-06-14,Q6581072,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_trap,Q65242316,shooting at the 2020 Summer Olympics – women's trap,gold,/wiki/Zuzana_Reh%C3%A1k-%C5%A0tefe%C4%8Dekov%C3%A1,Q960075,Zuzana Štefečeková,/wiki/Slovakia_at_the_2020_Summer_Olympics,Q42914255,Slovakia at the 2020 Summer Olympics,Q214,Slovakia,1984-01-15,Q6581072,female,Q26397,Nitra,"48.314722222222,18.0875",48.314722222222,18.0875,Q761574,Nitra District,SK0,Slovensko,SK02,Západné Slovensko,SK023,Nitriansky kraj
/wiki/Shooting_at_the_2020_Summer_Olympics_%E2%80%93_Women%27s_trap,Q65242316,shooting at the 2020 Summer Olympics – women's trap,silver,/wiki/Kayle_Browning,Q56513304,Kayle Browning,/wiki/United_States_at_the_2020_Summer_Olympics,Q42914289,United States at the 2020 Summer Olympics,Q30,United States of America,1992-07-09,Q6581072,female,Q79853,Conway,"35.087222222222,-92.453333333333",35.087222222222,-92.453333333333,Q61468,Faulkner County,NA,NA,NA,NA,NA,NA
